,/isin/CH0012221716,/isin/CH0012138605,/isin/CH0432492467,/isin/AT0000A18XM4,/isin/CH0127480363,/isin/CH1176493729,/isin/CH0531751755,/isin/CH0009002962,/isin/CH0315966322,/isin/CH0002432174,/isin/CH0225173167,/isin/CH0010570767,/isin/CH0210483332,/isin/CH0012142631,/isin/CH0360826991,/isin/CH0012138530,/isin/CH1169151003,/isin/CH0030170408,/isin/CH0010645932,/isin/CH0466642201
2022-08-15,27.7696,33.87,65.48,8.206,116.2,69.15,88.50,2025.38,254.5,357.6,70.70,10380.0,110.94,17.989,181.8,5.1890,58.10,505.6,3368.0,112.9
2022-08-16,27.7889,33.35,65.34,8.226,115.8,70.15,89.20,2058.87,251.0,359.0,70.15,10680.0,111.04,18.058,183.0,5.1303,57.95,508.6,3435.0,111.9
2022-08-17,27.9721,33.69,65.52,8.282,116.2,67.00,90.00,2050.99,251.0,363.4,70.55,10580.0,108.47,18.165,182.4,5.1398,58.00,500.8,3352.0,111.4
2022-08-18,27.4898,32.67,65.28,7.780,116.8,67.85,89.90,2060.84,252.0,355.6,69.95,10680.0,108.47,17.862,180.6,4.9297,56.30,495.3,3336.0,110.4
2022-08-19,27.8467,32.70,65.66,7.998,114.6,69.90,90.30,2058.87,249.5,360.6,69.85,10740.0,109.25,18.097,182.0,4.9694,57.55,488.5,3338.0,109.2
2022-08-22,27.5284,32.12,66.26,7.630,113.8,64.45,91.50,2056.90,253.0,356.2,69.55,10780.0,108.52,17.862,179.4,4.7763,56.80,478.8,3298.0,109.1
2022-08-23,26.5542,30.94,65.88,7.324,107.4,66.70,91.45,2060.84,254.0,350.0,69.25,10720.0,105.62,17.265,175.0,4.7366,54.75,473.8,3279.0,107.7
2022-08-24,26.5060,30.86,65.90,7.280,108.8,63.80,91.40,2041.14,254.0,349.2,69.35,10560.0,106.49,17.666,173.0,4.8520,54.90,465.8,3205.0,107.9
2022-08-25,26.6989,30.77,67.36,7.292,111.8,64.60,91.90,2058.87,255.0,353.6,68.90,10700.0,110.26,17.480,174.2,4.8691,55.20,458.2,3241.0,107.9
2022-08-26,26.8436,31.04,66.92,7.442,112.6,68.15,92.60,2043.11,254.0,357.0,67.75,10700.0,111.43,17.627,173.8,4.9543,55.35,462.0,3243.0,107.4
2022-08-29,26.5542,30.43,65.40,7.174,110.0,66.70,92.15,1995.82,253.0,352.4,67.00,10480.0,107.84,17.304,171.4,4.8464,54.15,456.1,3161.0,107.0
2022-08-30,26.4578,30.25,63.90,7.146,110.0,66.40,92.55,1995.82,254.5,350.0,66.80,10480.0,107.55,17.520,170.6,4.8350,53.95,452.9,3163.0,106.5
2022-08-31,26.3613,30.79,64.36,7.130,110.4,67.00,91.80,1976.12,253.5,349.4,66.50,10400.0,107.41,17.569,169.2,4.8426,53.80,457.0,3166.0,107.1
2022-09-01,26.0141,31.05,64.56,7.178,109.6,67.95,92.90,1974.15,255.5,350.0,66.15,10340.0,106.34,17.715,170.4,4.7896,53.20,452.9,3129.0,108.1
2022-09-02,25.5414,29.87,64.18,6.908,105.0,65.85,91.80,1932.78,254.5,336.6,64.40,10120.0,101.60,17.314,160.8,4.6021,50.90,438.1,3036.0,105.7
2022-09-05,26.4385,30.86,66.02,7.168,107.8,67.85,91.90,1948.54,251.5,346.8,64.65,10340.0,104.12,18.058,162.4,4.8842,53.20,454.3,3114.0,107.8
2022-09-06,25.7826,30.30,65.62,6.946,101.6,63.25,93.00,1929.82,252.5,339.2,64.65,10260.0,102.57,17.529,161.4,4.7318,51.65,442.6,3071.0,107.0
2022-09-07,26.0816,30.60,65.50,6.870,101.0,60.40,93.60,1952.48,252.0,341.8,64.15,10260.0,103.05,17.598,161.6,4.7328,51.80,444.4,3090.0,107.4
2022-09-08,26.1491,30.24,65.90,6.856,101.6,58.00,95.20,1937.70,251.0,341.4,65.05,10340.0,103.54,17.950,163.0,4.7072,51.95,448.5,3101.0,106.5
2022-09-09,26.1588,30.26,66.26,6.786,100.8,58.95,95.85,1925.88,250.5,340.2,65.95,10340.0,100.58,18.120,165.0,4.7687,52.10,449.2,3078.0,102.6
2022-09-12,26.4095,31.03,66.16,7.258,103.0,60.85,94.85,1947.55,251.5,346.2,65.45,10380.0,103.63,18.140,171.8,4.9031,53.50,453.7,3099.0,102.9
2022-09-13,26.9208,31.59,66.58,7.354,101.8,59.15,97.25,1951.49,252.5,350.2,66.85,10460.0,104.75,18.380,173.2,5.0489,54.60,462.5,3136.0,103.8
2022-09-14,26.4192,30.65,65.56,6.974,99.7,56.85,97.90,1935.73,254.0,339.4,67.00,10320.0,103.05,17.960,171.0,4.8729,52.45,446.5,3023.0,104.4
2022-09-15,26.0141,30.12,65.38,6.840,97.5,55.35,96.95,1917.02,249.5,332.0,66.15,10040.0,102.62,17.670,171.8,4.8426,50.95,437.4,3010.0,103.9
2022-09-16,26.0141,29.84,65.60,6.756,97.3,54.45,97.25,1911.11,248.5,329.0,66.95,9930.0,100.34,16.910,171.2,4.8501,50.50,434.8,2964.0,104.2
2022-09-19,25.2231,29.87,64.04,6.792,96.9,54.20,94.55,1901.25,244.5,327.0,69.50,9870.0,96.86,16.540,168.6,4.7479,50.40,430.0,2919.0,104.4
2022-09-20,25.3292,29.96,64.18,6.708,98.2,50.70,95.40,1913.08,245.5,330.6,70.50,9810.0,98.21,16.490,167.8,4.7384,50.80,431.5,2928.0,103.7
2022-09-21,25.0688,29.03,62.88,6.702,96.0,57.80,96.05,1879.58,236.0,329.8,70.25,9590.0,98.55,16.280,167.6,4.6372,50.45,422.0,2915.0,100.3
2022-09-22,25.2038,28.99,62.68,6.798,95.8,60.55,96.10,1883.52,224.5,328.4,70.95,9570.0,100.15,16.160,170.8,4.6542,50.15,430.4,2950.0,101.0
2022-09-23,24.6926,28.49,60.54,6.444,93.6,58.50,96.50,1861.85,227.0,321.0,69.95,9400.0,97.54,16.02,159.2,4.3986,48.62,418.6,2873.0,99.85
2022-09-26,24.3068,27.35,58.30,5.946,89.1,57.65,94.05,1847.07,224.5,304.0,68.10,9170.0,96.18,15.51,153.8,3.8534,46.78,412.9,2945.0,96.35
2022-09-27,24.3357,27.52,57.42,6.096,88.0,58.30,94.30,1823.43,219.0,307.4,68.70,9220.0,96.56,15.31,153.8,3.8335,47.28,416.2,2952.0,94.40
2022-09-28,24.5865,27.47,57.00,6.402,87.0,59.45,92.25,1844.12,214.0,309.4,68.70,9340.0,96.64,14.90,153.8,3.7521,47.38,414.1,2947.0,94.75
2022-09-29,24.7312,27.67,56.24,6.406,84.8,60.45,91.45,1819.49,217.0,313.4,69.15,9320.0,96.40,15.15,149.4,3.7872,47.90,422.1,2958.0,93.10
2022-09-30,24.4515,26.64,55.44,5.962,81.5,58.70,92.90,1801.76,213.5,305.4,68.45,9310.0,92.92,14.85,141.2,3.6234,46.48,411.5,2920.0,92.10
2022-10-03,24.8855,27.41,58.14,6.246,82.8,62.80,93.70,1841.16,216.5,311.2,70.50,9560.0,94.28,15.90,144.8,3.7635,47.60,427.5,3003.0,92.90
2022-10-04,24.3500,27.68,59.06,6.330,83.1,61.80,94.80,1823.43,221.5,322.2,70.25,9440.0,96.16,16.32,148.6,3.7285,48.46,429.9,2990.0,93.75
2022-10-05,25.8500,28.99,60.76,6.712,85.9,63.85,96.35,1846.09,223.5,334.8,72.00,9770.0,101.40,16.99,157.6,4.0588,50.95,444.6,3064.0,96.45
2022-10-06,25.5500,27.86,60.26,6.598,83.7,65.25,96.55,1832.30,221.5,332.8,72.00,9770.0,99.94,16.90,156.6,3.8903,50.10,437.6,3045.0,95.45
2022-10-07,25.5100,27.42,60.02,6.580,83.5,66.00,95.85,1806.68,222.5,335.0,71.90,9620.0,99.74,16.62,158.8,3.9916,50.25,436.8,3039.0,94.30
2022-10-10,24.9800,26.58,58.82,5.888,84.7,65.45,95.95,1791.91,223.5,326.8,71.40,9500.0,97.92,16.12,149.0,4.2055,48.94,423.1,2981.0,93.40
2022-10-11,25.0600,27.17,58.08,5.748,84.0,65.20,93.25,1786.98,223.0,325.8,70.65,9520.0,96.54,16.33,146.4,4.1194,48.96,427.0,3030.0,93.35
2022-10-12,24.9000,27.29,57.14,5.562,83.9,65.85,95.15,1780.09,222.0,320.2,71.10,9500.0,95.54,16.06,144.6,4.1506,48.28,422.8,2824.0,92.55
2022-10-13,24.9800,27.37,56.88,5.520,83.7,66.20,94.10,1773.19,222.5,321.2,70.00,9410.0,97.40,16.09,144.2,3.9765,48.42,422.2,2832.0,92.05
2022-10-14,25.6900,28.16,56.92,5.726,87.6,68.15,90.25,1770.24,225.5,327.4,68.60,9280.0,97.22,16.38,145.8,4.2301,49.98,424.1,2782.0,92.65
2022-10-17,25.5300,28.65,58.60,5.512,87.5,70.35,90.70,1787.97,229.0,320.6,66.55,9410.0,97.92,16.40,147.2,4.1809,50.00,431.3,2842.0,94.35
2022-10-18,26.1500,29.64,59.56,5.620,90.2,72.00,91.30,1812.60,233.5,323.0,68.60,9570.0,100.70,16.65,150.4,4.2907,51.00,439.4,2897.0,96.15
2022-10-19,26.6600,30.12,60.20,5.720,93.5,77.00,89.90,1828.36,232.5,330.0,68.80,9710.0,102.25,16.79,158.0,4.3579,52.60,448.7,2958.0,96.45
2022-10-20,26.7600,29.59,58.84,5.720,92.5,72.50,87.65,1826.39,227.5,333.4,68.95,9590.0,100.00,16.66,152.0,4.3788,52.40,436.3,2920.0,97.45
2022-10-21,26.83,29.95,58.78,5.864,92.7,74.80,87.90,1825.40,227.5,334.8,68.40,9600.0,102.30,16.87,154.2,4.3381,53.55,438.7,2953.0,97.35
2022-10-24,27.05,29.50,57.86,5.778,92.5,75.20,88.90,1803.73,228.0,337.6,68.30,9470.0,100.45,16.93,152.0,4.3343,53.10,427.6,2913.0,96.55
2022-10-25,27.39,30.10,59.22,5.724,94.0,78.65,89.40,1840.18,233.0,342.0,69.00,9710.0,100.65,17.14,156.8,4.4431,54.60,441.2,2964.0,98.40
2022-10-26,27.81,30.22,59.68,5.876,94.3,76.75,90.85,1849.04,234.5,345.4,71.65,9850.0,103.10,17.25,161.6,4.5321,56.00,452.5,3078.0,98.70
2022-10-27,28.02,30.98,60.98,5.894,97.2,75.25,90.30,1849.04,243.5,344.0,72.65,9880.0,103.50,17.37,164.0,4.5084,56.35,458.8,3060.0,98.50
2022-10-28,27.75,30.89,60.24,5.846,96.3,72.05,88.35,1833.28,240.0,346.4,71.55,9600.0,101.50,16.80,164.0,3.6698,56.05,453.8,3052.0,99.35
2022-10-31,27.72,30.87,60.84,5.698,96.2,71.60,88.75,1848.06,242.0,340.0,71.70,9550.0,97.78,16.40,161.8,3.7162,55.70,449.0,3038.0,98.95
2022-11-01,27.84,31.34,60.94,5.676,95.7,71.85,89.10,1865.79,244.0,337.4,72.60,9600.0,97.94,16.11,159.8,3.9093,55.45,445.3,2990.0,99.40
2022-11-02,27.99,30.97,60.70,5.816,95.2,69.00,88.75,1831.31,241.5,335.0,72.25,9580.0,101.10,15.84,159.2,3.9755,55.15,440.4,2942.0,99.60
2022-11-03,27.79,31.12,59.78,6.208,96.2,71.50,89.25,1852.00,245.5,335.6,73.05,9590.0,99.16,15.78,160.8,3.8998,54.80,443.7,2936.0,99.10
2022-11-04,27.68,30.60,57.46,6.184,92.9,70.80,90.40,1837.22,241.0,329.4,73.35,9440.0,97.70,15.69,156.0,3.8818,53.40,410.5,2834.0,99.35
2022-11-07,28.23,31.53,57.42,6.408,97.4,71.25,89.95,1879.58,246.5,338.4,74.50,9610.0,104.30,16.09,159.4,3.9623,55.85,419.2,2903.0,99.75
2022-11-08,28.56,32.24,57.14,6.720,105.4,73.35,90.80,1893.37,247.0,339.0,75.10,9600.0,103.60,15.97,163.8,3.8525,56.80,419.5,2885.0,99.80
2022-11-09,28.78,33.01,57.80,7.064,106.6,77.30,91.55,1894.36,244.5,347.4,76.00,9730.0,103.10,16.33,169.6,3.9178,58.00,436.2,2970.0,100.20
2022-11-10,28.74,32.76,57.50,7.168,109.0,77.25,93.15,1900.27,243.0,353.8,76.50,9800.0,103.75,16.26,171.4,3.7919,57.95,441.5,3008.0,100.90
2022-11-11,29.45,34.25,59.16,7.928,111.8,83.10,91.85,1918.00,245.5,371.0,77.35,10080.0,107.10,16.65,187.6,3.8705,60.60,477.5,3215.0,101.40
2022-11-14,29.68,34.95,61.40,8.250,115.2,86.75,85.95,1916.03,243.5,376.2,73.15,9960.0,118.30,16.84,197.0,4.0389,61.60,490.4,3311.0,101.10
2022-11-15,29.80,34.55,60.86,8.556,114.0,85.60,84.70,1873.67,245.0,375.6,72.30,10000.0,116.95,16.71,196.0,4.0588,60.80,481.5,3300.0,102.00
2022-11-16,29.78,34.01,60.62,8.434,113.0,88.70,85.00,1865.79,243.0,377.6,73.25,9920.0,116.70,16.57,195.6,4.0531,60.95,480.9,3276.0,101.70
2022-11-17,29.18,33.29,63.70,7.916,109.0,85.05,85.35,1880.57,242.0,367.8,74.20,9930.0,114.60,16.08,185.0,3.9007,58.85,462.4,3184.0,101.90
2022-11-18,29.05,32.55,61.74,7.966,108.0,85.95,85.60,1905.20,242.5,363.0,74.70,10020.0,114.65,15.80,184.6,3.8998,58.90,457.6,3196.0,101.9
2022-11-21,29.28,33.17,62.20,8.078,110.6,82.75,87.20,1898.30,246.0,367.8,75.30,9980.0,116.25,16.08,186.8,3.8392,59.70,465.1,3205.0,103.1
2022-11-22,29.40,33.05,63.00,7.842,114.0,88.70,88.65,1924.90,249.5,370.0,75.70,9970.0,114.50,15.87,192.0,3.7427,59.60,457.4,3134.0,102.7
2022-11-23,29.54,32.98,63.76,7.646,113.2,88.30,87.90,1935.73,251.0,369.8,74.90,10000.0,113.90,15.88,192.2,3.6499,59.90,459.2,3120.0,103.4
2022-11-24,29.62,32.72,63.94,7.690,114.8,88.80,88.30,1918.00,250.5,376.0,74.55,10100.0,115.35,15.96,200.5,3.4265,60.30,464.8,3189.0,104.3
2022-11-25,29.86,33.01,64.82,7.876,118.2,90.25,88.60,1928.84,252.0,377.8,74.55,10180.0,116.00,16.27,205.5,3.3612,60.10,467.5,3252.0,105.6
2022-11-28,29.91,33.04,64.36,7.770,117.8,91.50,87.90,1922.93,252.0,380.0,74.00,10100.0,114.80,16.16,204.5,3.1407,59.95,465.4,3251.0,105.5
2022-11-29,29.49,32.54,64.52,7.588,114.8,91.30,86.80,1910.12,251.5,383.6,73.05,10040.0,117.30,16.00,194.8,3.0100,58.55,454.1,3245.0,105.2
2022-11-30,29.43,32.43,64.16,7.576,115.6,87.70,86.65,1891.40,254.0,385.4,74.05,9760.0,119.95,15.59,189.4,2.9020,58.00,445.6,3126.0,105.8
2022-12-01,29.36,31.85,64.06,7.686,116.0,90.75,88.45,1894.36,253.5,370.0,74.55,9920.0,124.05,15.20,192.4,2.8220,56.70,446.8,3166.0,105.8
2022-12-02,29.54,32.30,65.48,7.902,117.8,90.10,89.10,1903.22,259.0,379.8,72.90,10020.0,123.00,15.01,198.6,2.6990,57.60,460.4,3184.0,106.7
2022-12-05,29.63,32.84,65.60,8.036,116.4,91.65,88.70,1838.21,257.5,385.0,74.15,9960.0,122.75,15.22,200.0,2.9500,57.75,464.3,3168.0,106.5
2022-12-06,29.50,32.46,64.80,7.818,116.4,90.25,89.15,1780.09,257.5,382.6,73.85,9720.0,121.85,15.10,201.5,3.0340,56.55,457.7,3119.0,107.1
2022-12-07,29.20,32.08,63.34,7.134,115.0,87.85,90.05,1767.28,254.0,384.2,74.00,9570.0,123.05,14.90,196.0,2.9560,56.05,452.9,3046.0,108.1
2022-12-08,28.99,31.45,63.60,6.736,111.4,86.60,87.75,1764.32,255.0,371.6,73.45,9520.0,121.55,14.76,193.4,2.8510,54.90,451.5,3052.0,109.0
2022-12-09,28.77,30.74,64.36,6.922,109.2,85.70,88.90,1798.80,252.0,374.2,74.75,9490.0,123.20,14.60,196.6,2.9420,55.15,445.9,2997.0,107.5
2022-12-12,29.18,31.11,64.58,7.064,108.8,85.65,89.75,1809.64,254.0,388.6,76.35,9740.0,123.30,14.96,204.5,3.1410,56.35,454.2,3051.0,108.2
2022-12-13,29.04,30.75,65.70,6.978,110.0,88.45,89.75,1812.60,249.5,385.4,76.50,9650.0,122.80,14.71,201.5,3.0890,55.95,452.9,3040.0,106.3
2022-12-14,29.59,31.45,66.52,7.340,110.0,87.80,88.80,1813.58,252.0,393.2,76.95,9610.0,125.35,15.24,207.0,3.0700,57.25,464.0,3098.0,107.0
2022-12-15,29.50,31.36,66.30,7.224,107.8,87.90,90.10,1831.31,253.0,393.6,76.70,9740.0,124.55,15.23,204.5,2.8960,57.25,458.3,3008.0,107.0
2022-12-16,28.42,30.46,64.04,6.696,106.2,84.70,89.75,1803.73,248.0,385.0,77.40,9510.0,120.15,14.91,198.8,2.830,56.45,442.7,2963.0,105.7
2022-12-19,28.12,29.95,62.26,6.624,106.4,84.15,89.55,1787.97,243.0,386.2,76.10,9420.0,118.20,14.83,196.6,2.825,56.80,436.2,2884.0,104.1
2022-12-20,28.18,30.02,62.58,6.664,105.6,83.15,89.15,1802.74,241.0,384.4,75.70,9430.0,118.10,14.79,193.6,2.779,56.65,432.6,2857.0,104.6
2022-12-21,27.90,29.75,61.30,6.476,104.2,78.90,89.30,1783.04,237.5,383.4,75.50,9330.0,116.45,14.54,192.4,2.730,56.15,427.9,2802.0,104.5
2022-12-22,28.24,30.60,63.38,6.798,105.8,81.05,91.55,1807.67,236.5,390.6,76.80,9540.0,119.45,14.83,198.8,2.820,57.40,436.8,2850.0,106.7
2022-12-23,27.93,30.31,62.92,6.690,103.4,78.65,91.40,1787.97,233.5,386.4,77.75,9490.0,117.90,14.73,197.2,2.785,56.30,432.0,2813.0,108.0
2022-12-27,28.17,30.79,63.26,6.820,104.0,79.80,89.55,1797.82,239.5,390.0,77.40,9520.0,116.80,14.84,197.8,2.846,57.10,435.5,2822.0,108.5
2022-12-28,28.51,30.89,63.12,6.710,104.4,79.60,89.45,1800.77,237.5,391.8,77.65,9510.0,120.70,14.82,196.6,2.850,57.15,437.4,2829.0,108.7
2022-12-29,28.23,30.49,63.12,6.634,102.2,79.55,89.05,1797.82,234.0,387.8,77.00,9480.0,121.40,14.82,196.6,2.767,56.85,437.7,2847.0,108.3
2022-12-30,28.46,30.93,63.84,6.808,104.0,81.10,89.90,1807.67,235.5,392.2,77.70,9520.0,121.55,14.83,200.5,2.819,57.45,440.5,2868.0,108.6
2023-01-03,28.06,30.46,63.18,6.750,102.0,79.85,88.75,1801.76,238.0,386.8,76.90,9430.0,119.90,14.65,195.8,2.764,56.60,435.5,2833.0,107.8
2023-01-04,28.74,31.91,64.42,7.256,104.8,81.35,89.95,1831.31,240.5,396.8,78.05,9550.0,127.30,14.85,202.0,2.900,58.40,449.1,2880.0,110.4
2023-01-05,29.71,33.20,64.94,7.748,107.4,80.70,87.55,1849.04,240.5,399.6,79.05,9640.0,130.35,15.22,203.5,2.960,59.50,465.8,2952.0,112.5
2023-01-06,29.73,33.78,65.80,7.688,105.6,79.65,86.40,1843.13,241.0,402.6,79.45,9660.0,130.00,15.03,204.5,2.961,60.25,468.9,2922.0,111.3
2023-01-09,30.01,33.39,66.18,7.844,107.8,80.15,86.80,1852.00,240.0,407.2,79.25,9600.0,133.20,15.25,208.5,2.965,61.05,476.7,2931.0,112.0
2023-01-10,30.44,34.10,66.58,8.282,114.8,82.25,86.65,1846.00,240.0,409.6,79.40,9670.0,134.75,15.47,217.0,3.061,62.80,497.3,3023.0,112.7
2023-01-11,30.24,32.01,66.72,8.280,117.6,82.55,87.80,1828.00,238.0,404.2,79.20,9500.0,134.95,15.29,213.0,3.058,62.40,495.8,3008.0,112.1
2023-01-12,30.90,32.22,67.02,8.890,119.8,85.95,86.35,1870.00,238.5,403.0,77.85,9580.0,137.30,15.66,211.0,3.110,62.25,503.0,3053.0,111.8
2023-01-13,31.17,32.88,67.44,9.126,122.0,86.70,88.65,1865.00,237.5,406.0,78.05,9710.0,138.85,15.79,213.0,3.197,62.10,504.0,3015.0,113.4
2023-01-16,30.96,33.12,68.24,8.956,125.0,86.85,88.20,1860.00,239.0,404.0,77.85,9770.0,138.10,15.43,220.5,3.125,61.35,496.2,2973.0,113.8
2023-01-17,31.17,33.75,69.26,9.074,123.6,86.05,88.05,1875.0,243.0,410.0,77.90,9910.0,138.95,15.59,227.0,3.178,61.60,497.2,3030.0,114.6
2023-01-18,31.58,33.65,68.66,8.952,126.8,85.50,88.65,1885.0,240.0,414.6,78.55,10020.0,137.00,15.50,221.5,3.187,61.45,494.7,3023.0,114.2
2023-01-19,31.41,33.59,68.54,9.012,121.8,85.05,88.10,1910.0,239.5,419.4,78.10,10060.0,137.90,15.55,221.5,3.188,62.10,496.6,3025.0,113.8
2023-01-20,30.68,32.99,68.08,8.588,118.8,82.30,87.05,1920.0,239.5,408.8,78.70,9950.0,135.05,15.41,215.5,2.982,60.60,489.7,2951.0,113.2
2023-01-23,31.07,33.53,68.68,8.736,119.0,78.85,88.70,1925.0,241.0,413.0,79.40,10100.0,136.10,15.43,217.0,3.081,61.15,488.5,2956.0,114.7
2023-01-24,31.57,34.17,69.94,9.070,122.2,81.90,89.65,1922.0,241.0,417.4,80.10,10200.0,138.85,15.37,224.5,3.150,62.10,498.0,2929.0,115.4
2023-01-25,31.54,33.91,67.98,8.902,118.4,81.40,89.65,1913.0,244.0,417.6,80.35,10180.0,139.35,15.51,224.5,3.184,62.00,504.8,2930.0,116.7
2023-01-26,31.41,33.64,67.92,8.864,119.2,81.80,88.50,1904.0,242.5,409.8,80.45,10080.0,139.00,15.64,215.0,3.094,61.55,505.4,2933.0,116.7
2023-01-27,31.83,33.80,68.66,9.058,120.6,82.35,88.05,1893.0,241.5,408.6,81.00,10080.0,140.90,15.81,217.5,3.172,62.20,509.0,2983.0,116.7
2023-01-30,31.93,34.10,68.56,9.112,123.8,82.95,86.85,1893.0,239.5,417.8,81.75,10120.0,142.40,15.67,216.5,3.210,63.40,522.2,2959.0,115.7
2023-01-31,32.03,34.27,69.00,8.876,121.6,81.70,87.20,1927.0,240.0,416.0,81.65,10140.0,142.40,15.73,212.0,3.149,63.35,522.4,2980.0,115.5
